Episode 0 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploiting: Selected greedy action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploiting: Selected greedy action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploiting: Selected greedy action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 2 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 15 | Exploiting: Selected greedy action 2 randomly.
Episode 15 | Exploring: Selected action 3 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 1 randomly.
Episode 15 | Exploring: Selected action 0 randomly.
Episode 16 | Annealing: New epsilon is 0.9867
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploiting: Selected greedy action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploiting: Selected greedy action 1 randomly.
Episode 16 | Exploring: Selected action 2 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 3 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
Episode 16 | Exploring: Selected action 1 randomly.
Episode 16 | Exploring: Selected action 0 randomly.
